         936424 function calls (912869 primitive calls) in 7.781 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 keys.py:284(FieldID)
        1    0.000    0.000    0.000    0.000 keys.py:301(Curve)
        1    0.000    0.000    0.000    0.000 keys.py:313(SpecifiedECDomain)
        1    0.000    0.000    0.000    0.000 keys.py:329(NamedCurve)
        1    0.000    0.000    0.000    0.000 keys.py:384(ECDomainParameters)
        1    0.000    0.000    0.000    0.000 keys.py:396(ECPrivateKeyVersion)
        1    0.000    0.000    0.000    0.000 keys.py:407(ECPrivateKey)
        1    0.000    0.000    0.000    0.000 keys.py:420(DSAParams)
        1    0.000    0.000    0.000    0.000 keys.py:435(Attribute)
        1    0.000    0.000    0.000    0.000 keys.py:446(Attributes)
        1    0.000    0.000    0.000    0.000 keys.py:454(PrivateKeyAlgorithmId)
        1    0.000    0.000    0.000    0.000 keys.py:473(PrivateKeyAlgorithm)
        1    0.000    0.000    0.000    0.000 keys.py:491(PrivateKeyInfo)
        1    0.000    0.000    0.000    0.000 keys.py:54(OtherPrimeInfo)
        1    0.000    0.000    0.000    0.000 keys.py:66(OtherPrimeInfos)
        1    0.000    0.000    0.000    0.000 keys.py:74(RSAPrivateKeyVersion)
        1    0.000    0.000    0.000    0.000 keys.py:86(RSAPrivateKey)
        1    0.000    0.000    0.000    0.000 keys.py:886(EncryptedPrivateKeyInfo)
        1    0.000    0.000    0.000    0.000 keys.py:899(ValidationParms)
        1    0.000    0.000    0.000    0.000 keys.py:910(DomainParameters)
        1    0.000    0.000    0.000    0.000 keys.py:924(PublicKeyAlgorithmId)
        1    0.000    0.000    0.000    0.000 keys.py:942(PublicKeyAlgorithm)
        1    0.000    0.000    0.000    0.000 keys.py:961(PublicKeyInfo)
        1    0.000    0.000    0.000    0.000 kmeans.py:23(KMeansClusterer)
        1    0.000    0.000    0.000    0.000 kmeans.py:7(<module>)
        1    0.000    0.000    0.000    0.000 knbc.py:27(KNBCorpusReader)
        1    0.000    0.000    0.000    0.000 knbc.py:9(<module>)
        1    0.000    0.000    0.000    0.000 label.py:157(LabelBinarizer)
        1    0.000    0.000    0.000    0.000 label.py:39(LabelEncoder)
        1    0.000    0.000    0.000    0.000 label.py:635(MultiLabelBinarizer)
        1    0.000    0.000    0.002    0.002 label.py:9(<module>)
        1    0.000    0.000    0.013    0.013 label_field.py:1(<module>)
        1    0.000    0.000    0.012    0.012 label_field.py:14(LabelField)
        1    0.000    0.000    0.000    0.000 labels.py:11(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1760(Laguerre)
        1    0.000    0.000    0.001    0.001 laguerre.py:59(<module>)
        1    0.000    0.000    0.000    0.000 lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lancaster.py:11(<module>)
        1    0.000    0.000    0.000    0.000 lancaster.py:18(LancasterStemmer)
        1    0.000    0.000    0.000    0.000 langbulgarianmodel.py:38(<module>)
        1    0.001    0.001    0.001    0.001 langcyrillicmodel.py:31(<module>)
        1    0.000    0.000    0.000    0.000 langgreekmodel.py:35(<module>)
        1    0.000    0.000    0.000    0.000 langhebrewmodel.py:38(<module>)
        1    0.000    0.000    0.000    0.000 langthaimodel.py:37(<module>)
        1    0.000    0.000    0.000    0.000 langturkishmodel.py:37(<module>)
        1    0.000    0.000    0.007    0.007 language_modeling.py:1(<module>)
        1    0.000    0.000    0.006    0.006 language_modeling.py:23(LanguageModelingReader)
        1    0.000    0.000    0.007    0.007 lapack.py:410(<module>)
        1    0.000    0.000    0.000    0.000 latin1prober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 latin1prober.py:96(Latin1Prober)
        1    0.000    0.000    0.000    0.000 layernorm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 layernorm.py:21(LayerNorm)
       25    0.000    0.000    0.000    0.000 lazyimport.py:124(__setattr__)
        1    0.000    0.000    0.000    0.000 lazyimport.py:16(<module>)
        1    0.000    0.000    0.000    0.000 lazyimport.py:25(LazyModule)
        5    0.000    0.000    0.000    0.000 lazyimport.py:62(__init__)
        1    0.000    0.000    0.000    0.000 lbfgs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lbfgs.py:6(LBFGS)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:370(LbfgsInvHessProduct)
        1    0.000    0.000    0.002    0.002 lbfgsb.py:9(<module>)
        1    0.000    0.000    0.000    0.000 learning_rate_schedulers.py:12(<module>)
        1    0.000    0.000    0.000    0.000 learning_rate_schedulers.py:20(LearningRateScheduler)
        1    0.000    0.000    0.000    0.000 least_angle.py:1181(LassoLarsCV)
        1    0.000    0.000    0.000    0.000 least_angle.py:1323(LassoLarsIC)
        1    0.000    0.000    0.049    0.049 least_angle.py:4(<module>)
        1    0.000    0.000    0.000    0.000 least_angle.py:499(Lars)
        1    0.000    0.000    0.000    0.000 least_angle.py:714(LassoLars)
        1    0.000    0.000    0.000    0.000 least_angle.py:972(LarsCV)
        1    0.000    0.000    0.008    0.008 least_squares.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1790(Legendre)
        1    0.001    0.001    0.001    0.001 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 lemmatizer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 lemmatizer.py:8(Lemmatizer)
        3    0.000    0.000    0.000    0.000 lexicon.py:136(matchBrackets)
       65    0.000    0.000    0.000    0.000 lexicon.py:156(nextCategory)
       18    0.000    0.000    0.000    0.000 lexicon.py:165(parseApplication)
       40    0.000    0.000    0.000    0.000 lexicon.py:172(parseSubscripts)
       62    0.001    0.000    0.001    0.000 lexicon.py:181(parsePrimitiveCategory)
    47/44    0.001    0.000    0.002    0.000 lexicon.py:209(augParseCategory)
        2    0.001    0.001    0.004    0.002 lexicon.py:241(fromstring)
        2    0.000    0.000    0.000    0.000 lexicon.py:259(<listcomp>)
        1    0.000    0.000    0.000    0.000 lexicon.py:48(Token)
       34    0.000    0.000    0.000    0.000 lexicon.py:59(__init__)
        1    0.000    0.000    0.000    0.000 lexicon.py:81(CCGLexicon)
        1    0.000    0.000    0.031    0.031 lexicon.py:9(<module>)
        2    0.000    0.000    0.000    0.000 lexicon.py:90(__init__)
        1    0.000    0.000    0.000    0.000 lfg.py:16(FStructure)
        1    0.000    0.000    0.000    0.000 lfg.py:8(<module>)
        1    0.000    0.000    0.000    0.000 lfw.py:22(<module>)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:19(lil_matrix)
        1    0.000    0.000    0.004    0.004 lil.py:2(<module>)
        1    0.000    0.000    0.003    0.003 lin.py:16(LinThesaurusCorpusReader)
        1    0.000    0.000    0.004    0.004 lin.py:7(<module>)
        1    0.000    0.000    0.001    0.001 linalg.py:1(<module>)
        1    0.001    0.001    0.005    0.005 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:19(Tril)
        1    0.000    0.000    0.000    0.000 linalg.py:31(Triu)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:43(Trace)
        1    0.000    0.000    0.000    0.000 linalg.py:59(Cross)
        1    0.000    0.000    0.000    0.000 linalg.py:7(Diag)
        1    0.000    0.000    0.000    0.000 linalg.py:75(Inverse)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
        1    0.000    0.000    0.000    0.000 linalg.py:89(Gesv)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
        3    0.000    0.000    0.002    0.001 linear.py:1(<module>)
        1    0.000    0.000    0.002    0.002 linear.py:12(LinearSimilarity)
        1    0.000    0.000    0.000    0.000 linear.py:5(Bilinear)
        1    0.000    0.000    0.000    0.000 linear.py:61(Bilinear)
        1    0.000    0.000    0.000    0.000 linear.py:9(Linear)
        1    0.000    0.000    0.000    0.000 linear_assignment_.py:5(<module>)
        1    0.000    0.000    0.000    0.000 linear_assignment_.py:63(_HungarianState)
        1    0.000    0.000    0.000    0.000 linearlogic.py:161(ConstantExpression)
        1    0.000    0.000    0.000    0.000 linearlogic.py:18(Tokens)
        1    0.000    0.000    0.000    0.000 linearlogic.py:182(VariableExpression)
        1    0.000    0.000    0.000    0.000 linearlogic.py:201(ImpExpression)
        1    0.000    0.000    0.000    0.000 linearlogic.py:276(ApplicationExpression)
        1    0.000    0.000    0.000    0.000 linearlogic.py:29(LinearLogicParser)
        1    0.000    0.000    0.000    0.000 linearlogic.py:31(__init__)
        1    0.000    0.000    0.000    0.000 linearlogic.py:341(BindingDict)
        1    0.000    0.000    0.000    0.000 linearlogic.py:426(VariableBindingException)
        1    0.000    0.000    0.000    0.000 linearlogic.py:429(UnificationException)
        1    0.000    0.000    0.000    0.000 linearlogic.py:433(LinearLogicApplicationException)
        1    0.000    0.000    0.000    0.000 linearlogic.py:75(Expression)
        1    0.000    0.000    0.001    0.001 linearlogic.py:8(<module>)
        1    0.000    0.000    0.000    0.000 linearlogic.py:94(AtomicExpression)
       45    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
       45    0.000    0.000    0.002    0.000 linecache.py:15(getline)
       45    0.000    0.000    0.002    0.000 linecache.py:37(getlines)
       15    0.000    0.000    0.001    0.000 linecache.py:53(checkcache)
        1    0.000    0.000    0.002    0.002 linecache.py:82(updatecache)
        1    0.000    0.000    0.002    0.002 linesearch.py:13(<module>)
        1    0.000    0.000    0.000    0.000 linesearch.py:26(LineSearchWarning)
        1    0.000    0.000    1.521    1.521 link.py:2(<module>)
        1    0.000    0.000    0.005    0.005 linsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linsolve.py:25(MatrixRankWarning)
        1    0.000    0.000    0.010    0.010 list_field.py:13(ListField)
        1    0.000    0.000    0.012    0.012 list_field.py:2(<module>)
        1    0.000    0.000    0.000    0.000 load_nlp.py:1(<module>)
        1    0.000    0.000    0.007    0.007 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 loader.py:76(__init__)
        1    0.000    0.000    0.000    0.000 lobpcg.py:11(<module>)
        1    0.000    0.000    0.000    0.000 locale.py:345(_replace_encoding)
        1    0.000    0.000    0.000    0.000 locale.py:379(normalize)
        1    0.000    0.000    0.000    0.000 locale.py:462(_parse_localename)
        1    0.000    0.000    0.000    0.000 locale.py:565(getlocale)
        1    0.000    0.000    0.000    0.000 locale.py:631(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 lof.py:19(LocalOutlierFactor)
        1    0.000    0.000    0.000    0.000 lof.py:5(<module>)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log.py:4(DefaultFilter)
        1    0.000    0.000    0.001    0.001 logger.py:5(<module>)
        1    0.000    0.000    0.000    0.000 logger.py:63(Logger)
        1    0.000    0.000    0.000    0.000 logger.py:92(PrintTime)
        1    0.000    0.000    0.000    0.000 logic.py:1125(ApplicationExpression)
        4    0.000    0.000    0.000    0.000 logic.py:115(<listcomp>)
        4    0.000    0.000    0.000    0.000 logic.py:116(<listcomp>)
        4    0.000    0.000    0.000    0.000 logic.py:118(<listcomp>)
        4    0.000    0.000    0.000    0.000 logic.py:119(<listcomp>)
        1    0.003    0.003    0.008    0.008 logic.py:12(<module>)
        4    0.000    0.000    0.000    0.000 logic.py:120(<listcomp>)
        4    0.000    0.000    0.000    0.000 logic.py:121(<listcomp>)
        4    0.000    0.000    0.000    0.000 logic.py:122(<listcomp>)
        4    0.000    0.000    0.000    0.000 logic.py:123(<listcomp>)
        1    0.000    0.000    0.000    0.000 logic.py:1318(AbstractVariableExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1389(IndividualVariableExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1415(FunctionVariableExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1428(EventVariableExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1433(ConstantExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1487(VariableBinderExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1574(LambdaExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1602(QuantifiedExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1627(ExistsExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1631(AllExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1636(NegatedExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1680(BinaryExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1727(BooleanExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1740(AndExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1751(OrExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1762(ImpExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1767(IffExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1773(EqualityExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1793(LogicalExpressionException)
        1    0.000    0.000    0.000    0.000 logic.py:1798(UnexpectedTokenException)
        1    0.000    0.000    0.000    0.000 logic.py:1811(ExpectedMoreTokensException)
        1    0.000    0.000    0.003    0.003 logic.py:30(Tokens)
        1    0.000    0.000    0.000    0.000 logic.py:559(Variable)
        1    0.000    0.000    0.003    0.003 logic.py:60(<listcomp>)
        1    0.000    0.000    0.000    0.000 logic.py:632(Type)
        1    0.000    0.000    0.000    0.000 logic.py:644(ComplexType)
        1    0.000    0.000    0.000    0.000 logic.py:696(BasicType)
        1    0.000    0.000    0.000    0.000 logic.py:714(EntityType)
        1    0.000    0.000    0.000    0.000 logic.py:722(TruthValueType)
        1    0.000    0.000    0.000    0.000 logic.py:730(EventType)
        1    0.000    0.000    0.000    0.000 logic.py:738(AnyType)
        1    0.000    0.000    0.000    0.000 logic.py:740(__init__)
        1    0.000    0.000    0.000    0.000 logic.py:804(TypeException)
        1    0.000    0.000    0.000    0.000 logic.py:808(InconsistentTypeHierarchyException)
        1    0.000    0.000    0.000    0.000 logic.py:818(TypeResolutionException)
        1    0.000    0.000    0.000    0.000 logic.py:824(IllegalTypeException)
        1    0.000    0.000    0.000    0.000 logic.py:848(SubstituteBindingsI)
        1    0.000    0.000    0.000    0.000 logic.py:869(Expression)
        1    0.000    0.000    0.000    0.000 logic.py:88(LogicParser)
        1    0.000    0.000    0.000    0.000 logic.py:9(<module>)
        4    0.000    0.000    0.000    0.000 logic.py:92(__init__)
        1    0.000    0.000    0.000    0.000 logistic.py:1359(LogisticRegressionCV)
        1    0.001    0.001    0.003    0.003 logistic.py:3(<module>)
        1    0.000    0.000    0.000    0.000 logistic.py:962(LogisticRegression)
        2    0.000    0.000    0.002    0.001 loss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loss.py:131(MarginRankingLoss)
        1    0.000    0.000    0.000    0.000 loss.py:135(NLLLoss2d)
        1    0.000    0.000    0.000    0.000 loss.py:15(_Loss)
        1    0.000    0.000    0.000    0.000 loss.py:166(PoissonNLLLoss)
        1    0.000    0.000    0.000    0.000 loss.py:208(KLDivLoss)
        1    0.000    0.000    0.000    0.000 loss.py:21(_WeightedLoss)
        1    0.000    0.000    0.000    0.000 loss.py:238(MSELoss)
        1    0.000    0.000    0.000    0.000 loss.py:27(L1Loss)
        1    0.000    0.000    0.000    0.000 loss.py:275(BCELoss)
        1    0.000    0.000    0.000    0.000 loss.py:300(BCEWithLogitsLoss)
        1    0.000    0.000    0.000    0.000 loss.py:336(HingeEmbeddingLoss)
        1    0.000    0.000    0.000    0.000 loss.py:365(MultiLabelMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:387(SmoothL1Loss)
        1    0.000    0.000    0.000    0.000 loss.py:409(SoftMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:426(CrossEntropyLoss)
        1    0.000    0.000    0.000    0.000 loss.py:485(MultiLabelSoftMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:5(CosineEmbeddingLoss)
        1    0.000    0.000    0.000    0.000 loss.py:501(CosineEmbeddingLoss)
        1    0.000    0.000    0.000    0.000 loss.py:532(MarginRankingLoss)
        1    0.000    0.000    0.000    0.000 loss.py:560(MultiMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:598(TripletMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:64(NLLLoss)
        1    0.000    0.000    0.000    0.000 loss.py:94(HingeEmbeddingLoss)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:107(MultiStepLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:144(ExponentialLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:163(ReduceLROnPlateau)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:34(LambdaLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:5(_LRScheduler)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:72(StepLR)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
        1    0.000    0.000    0.005    0.005 lsq_linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        1    0.000    0.000    0.000    0.000 mac.py:12(MACContext)
        1    0.000    0.000    0.000    0.000 mac.py:5(<module>)
        1    0.000    0.000    0.000    0.000 mac_roman.py:14(decode)
        1    0.000    0.000    0.000    0.000 mac_roman.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 mac_roman.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 mac_roman.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 mac_roman.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 mac_roman.py:3(<module>)
        1    0.000    0.000    0.000    0.000 mac_roman.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 mac_roman.py:9(Codec)
        1    0.000    0.000    0.002    0.002 mace.py:11(<module>)
        1    0.000    0.000    0.000    0.000 mace.py:183(Mace)
        1    0.000    0.000    0.000    0.000 mace.py:24(MaceCommand)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.003    0.003 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:49(TestProgram)
        1    0.000    0.000    0.000    0.000 makefile.py:8(<module>)
        1    0.000    0.000    0.000    0.000 malt.py:11(<module>)
        1    0.000    0.000    0.000    0.000 malt.py:91(MaltParser)
        1    0.000    0.000    0.000    0.000 mapping.py:30(<module>)
        1    0.000    0.000    0.000    0.000 matfuncs.py:180(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 matfuncs.py:216(ProductOperator)
        1    0.000    0.000    0.001    0.001 matfuncs.py:3(<module>)
        1    0.000    0.000    0.000    0.000 matfuncs.py:346(_ExpmPadeHelper)
        1    0.000    0.000    0.005    0.005 matfuncs.py:5(<module>)
        1    0.000    0.000    0.002    0.002 matlib.py:1(<module>)
        1    0.000    0.000    0.001    0.001 matrix_attention.py:12(MatrixAttention)
        1    0.000    0.000    0.001    0.001 matrix_attention.py:3(<module>)
        1    0.000    0.000    0.000    0.000 maxent.py:1430(TadmMaxentClassifier)
        1    0.000    0.000    0.000    0.000 maxent.py:320(MaxentFeatureEncodingI)
        1    0.000    0.000    0.000    0.000 maxent.py:391(FunctionBackedMaxentFeatureEncoding)
        1    0.000    0.000    0.000    0.000 maxent.py:436(BinaryMaxentFeatureEncoding)
        1    0.001    0.001    0.002    0.002 maxent.py:53(<module>)
        1    0.000    0.000    0.000    0.000 maxent.py:636(GISEncoding)
        1    0.000    0.000    0.000    0.000 maxent.py:694(TadmEventMaxentFeatureEncoding)
        1    0.000    0.000    0.000    0.000 maxent.py:750(TypedMaxentFeatureEncoding)
        1    0.000    0.000    0.000    0.000 maxent.py:84(MaxentClassifier)
        1    0.000    0.000    0.000    0.000 maxout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 maxout.py:36(Maxout)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:30(<module>)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:34(MultiByteCharSetProber)
        1    0.000    0.000    0.020    0.020 mbcsgroupprober.py:30(<module>)
        1    0.000    0.000    0.000    0.000 mbcsgroupprober.py:41(MBCSGroupProber)
        1    0.001    0.001    0.001    0.001 mbcssm.py:28(<module>)
        1    0.000    0.000    0.000    0.000 megam.py:24(<module>)
        1    0.000    0.000    0.016    0.016 mem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mem.py:8(Memory)
       13    0.000    0.000    0.001    0.000 mem.py:9(__init__)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 memory.py:223(MemorizedResult)
        1    0.000    0.000    0.000    0.000 memory.py:304(NotMemorizedResult)
        1    0.000    0.000    0.000    0.000 memory.py:346(NotMemorizedFunc)
        1    0.000    0.000    0.000    0.000 memory.py:384(MemorizedFunc)
        1    0.001    0.001    0.014    0.014 memory.py:5(<module>)
        1    0.000    0.000    0.000    0.000 memory.py:73(JobLibCollisionWarning)
        1    0.000    0.000    0.000    0.000 memory.py:847(Memory)
       44    0.000    0.000    0.005    0.000 message.py:178(ParseFromString)
        1    0.000    0.000    0.000    0.000 message.py:35(<module>)
        1    0.000    0.000    0.000    0.000 message.py:39(Error)
        1    0.000    0.000    0.000    0.000 message.py:40(DecodeError)
        1    0.000    0.000    0.000    0.000 message.py:41(EncodeError)
        1    0.000    0.000    0.000    0.000 message.py:44(Message)
        1    0.000    0.000    0.000    0.000 message_factory.py:38(<module>)
        1    0.000    0.000    0.000    0.000 message_factory.py:47(MessageFactory)
        2    0.000    0.000    0.000    0.000 message_factory.py:50(__init__)
        1    0.000    0.000    0.000    0.000 message_listener.py:35(<module>)
        1    0.000    0.000    0.000    0.000 message_listener.py:40(MessageListener)
        1    0.000    0.000    0.000    0.000 message_listener.py:73(NullMessageListener)
       44    0.000    0.000    0.000    0.000 message_listener.py:77(Modified)
        1    0.000    0.000    0.001    0.001 messagebox.py:25(<module>)
        1    0.000    0.000    0.000    0.000 messagebox.py:57(Message)
        1    0.000    0.000    0.004    0.004 metadata_field.py:2(<module>)
        1    0.000    0.000    0.004    0.004 metadata_field.py:9(MetadataField)
        1    0.000    0.000    0.001    0.001 metaestimators.py:1(<module>)
       12    0.000    0.000    0.000    0.000 metaestimators.py:121(if_delegate_has_method)
       12    0.000    0.000    0.000    0.000 metaestimators.py:140(<lambda>)
        1    0.000    0.000    0.000    0.000 metaestimators.py:18(_BaseComposition)
        1    0.000    0.000    0.000    0.000 metaestimators.py:75(_IffHasAttrDescriptor)
       12    0.000    0.000    0.000    0.000 metaestimators.py:90(__init__)
        1    0.000    0.000    0.002    0.002 metric.py:1(<module>)
        1    0.000    0.000    0.001    0.001 metric.py:9(Metric)
        1    0.000    0.000    0.000    0.000 metrics.py:9(<module>)
        1    0.000    0.000    0.000    0.000 minimalset.py:10(MinimalSet)
        1    0.000    0.000    0.000    0.000 minimalset.py:8(<module>)
        1    0.000    0.000    0.020    0.020 minpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.022    0.022 mio.py:3(<module>)
        1    0.000    0.000    0.003    0.003 mio4.py:2(<module>)
        1    0.000    0.000    0.000    0.000 mio4.py:303(MatFile4Reader)
        1    0.000    0.000    0.000    0.000 mio4.py:448(VarWriter4)
        1    0.000    0.000    0.000    0.000 mio4.py:586(MatFile4Writer)
        1    0.000    0.000    0.000    0.000 mio4.py:80(VarHeader4)
        1    0.000    0.000    0.000    0.000 mio4.py:98(VarReader4)
        1    0.000    0.000    0.000    0.000 mio5.py:110(MatFile5Reader)
        1    0.000    0.000    0.000    0.000 mio5.py:403(EmptyStructMarker)
        1    0.000    0.000    0.000    0.000 mio5.py:462(VarWriter5)
        1    0.000    0.000    0.000    0.000 mio5.py:765(MatFile5Writer)
        1    0.000    0.000    0.012    0.012 mio5.py:8(<module>)
        2    0.000    0.000    0.000    0.000 mio5_params.py:171(_convert_codecs)
        1    0.000    0.000    0.000    0.000 mio5_params.py:212(mat_struct)
        1    0.000    0.000    0.000    0.000 mio5_params.py:222(MatlabObject)
        1    0.000    0.000    0.000    0.000 mio5_params.py:239(MatlabFunction)
        1    0.000    0.000    0.000    0.000 mio5_params.py:246(MatlabOpaque)
        1    0.000    0.000    0.001    0.001 mio5_params.py:6(<module>)
        4    0.000    0.000    0.000    0.000 miobase.py:138(convert_dtypes)
        1    0.000    0.000    0.000    0.000 miobase.py:27(MatReadError)
        1    0.000    0.000    0.000    0.000 miobase.py:31(MatWriteError)
        1    0.000    0.000    0.000    0.000 miobase.py:321(MatVarReader)
        1    0.000    0.000    0.000    0.000 miobase.py:335(MatFileReader)
        1    0.000    0.000    0.000    0.000 miobase.py:35(MatReadWarning)
        1    0.000    0.000    0.002    0.002 miobase.py:7(<module>)
        2    0.000    0.000    0.016    0.008 misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       19    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
       12    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
       12    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 mlcomp.py:3(<module>)
        1    0.000    0.000    0.046    0.046 mldata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mmio.py:106(MMFile)
        1    0.000    0.000    0.001    0.001 mmio.py:5(<module>)
        1    0.000    0.000    0.237    0.237 model.py:1(<module>)
       13    0.000    0.000    0.000    0.000 model.py:106(set_id)
        1    0.001    0.001    0.003    0.003 model.py:21(Model)
        1    0.000    0.000    0.001    0.001 model.py:25(Model)
        1    0.000    0.000    4.916    4.916 model.py:4(<module>)
       13    0.000    0.000    0.002    0.000 model.py:79(__init__)
       13    0.000    0.000    0.000    0.000 model.py:97(_update_defaults)
        1    0.000    0.000    0.000    0.000 models.py:170(RequestHooksMixin)
        1    0.000    0.000    0.000    0.000 models.py:194(Request)
        1    0.000    0.000    0.000    0.000 models.py:264(PreparedRequest)
        1    0.000    0.000    0.000    0.000 models.py:578(Response)
        1    0.000    0.000    0.000    0.000 models.py:60(RequestEncodingMixin)
        1    0.000    0.000    0.005    0.005 models.py:8(<module>)
        1    0.000    0.000    0.000    0.000 modes.py:102(CFB)
        1    0.000    0.000    0.000    0.000 modes.py:117(CFB8)
        1    0.000    0.000    0.000    0.000 modes.py:132(CTR)
        1    0.000    0.000    0.000    0.000 modes.py:14(Mode)
        1    0.000    0.000    0.000    0.000 modes.py:152(GCM)
        1    0.000    0.000    0.000    0.000 modes.py:30(ModeWithInitializationVector)
        1    0.000    0.000    0.000    0.000 modes.py:39(ModeWithNonce)
        1    0.000    0.000    0.000    0.000 modes.py:48(ModeWithAuthenticationTag)
        1    0.000    0.000    0.008    0.008 modes.py:5(<module>)
        1    0.000    0.000    0.000    0.000 modes.py:64(CBC)
        1    0.000    0.000    0.000    0.000 modes.py:79(ECB)
        1    0.000    0.000    0.000    0.000 modes.py:87(OFB)
        1    0.000    0.000    0.160    0.160 module.py:1(<module>)
        1    0.000    0.000    0.000    0.000 module.py:23(Module)
       29    0.000    0.000    0.000    0.000 module.py:264(__setattr__)
