         936424 function calls (912869 primitive calls) in 7.781 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 module.py:50(__init__)
        1    0.001    0.001    0.012    0.012 morestats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 msgpack_numpy.py:125(Packer)
        1    0.000    0.000    0.000    0.000 msgpack_numpy.py:139(Unpacker)
        3    0.000    0.000    0.000    0.000 msgpack_numpy.py:194(patch)
        1    0.000    0.000    0.000    0.000 msgpack_numpy.py:5(<module>)
        1    0.000    0.000    0.001    0.001 mstats.py:94(<module>)
        1    0.003    0.003    0.015    0.015 mstats_basic.py:4(<module>)
        1    0.000    0.000    0.000    0.000 mstats_extras.py:4(<module>)
        1    0.000    0.000    0.000    0.000 mte.py:134(MTETagConverter)
        1    0.000    0.000    0.000    0.000 mte.py:160(MTECorpusReader)
        1    0.000    0.000    0.000    0.000 mte.py:17(MTECorpusView)
        1    0.000    0.000    0.000    0.000 mte.py:28(MTEFileReader)
        1    0.000    0.000    0.000    0.000 mte.py:3(<module>)
        1    0.000    0.000    0.000    0.000 multiclass.py:8(<module>)
        1    0.000    0.000    0.002    0.002 multiheaded.py:1(<module>)
        1    0.000    0.000    0.002    0.002 multiheaded.py:11(MultiHeadedSimilarity)
        1    0.000    0.000    0.026    0.026 mutual_info_.py:3(<module>)
        1    0.000    0.000    0.002    0.002 mwe.py:30(<module>)
        1    0.000    0.000    0.000    0.000 mwe.py:36(MWETokenizer)
        1    0.000    0.000    0.000    0.000 my_exceptions.py:10(JoblibException)
        1    0.000    0.000    0.003    0.003 my_exceptions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 my_exceptions.py:38(TransportableException)
        1    0.000    0.000    0.000    0.000 my_exceptions.py:51(WorkerInterrupt)
       48    0.002    0.000    0.002    0.000 my_exceptions.py:61(_mk_exception)
        1    0.001    0.001    0.003    0.003 my_exceptions.py:89(_mk_common_exceptions)
      151    0.000    0.000    0.000    0.000 my_exceptions.py:94(<lambda>)
        1    0.000    0.000    0.000    0.000 naivebayes.py:31(<module>)
        1    0.000    0.000    0.000    0.000 naivebayes.py:43(NaiveBayesClassifier)
        1    0.000    0.000    0.000    0.000 name.py:13(NameAttribute)
        1    0.000    0.000    0.032    0.032 name.py:5(<module>)
        1    0.000    0.000    0.000    0.000 name.py:58(RelativeDistinguishedName)
        1    0.000    0.000    0.000    0.000 name.py:93(Name)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:21(<module>)
        1    0.000    0.000    0.000    0.000 nccl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nccl.py:100(NcclCommList)
        1    0.000    0.000    0.000    0.000 nccl.py:88(NcclError)
        1    0.000    0.000    0.000    0.000 nccl.py:96(NcclComm)
        1    0.000    0.000    0.000    0.000 ndgriddata.py:22(NearestNDInterpolator)
        1    0.000    0.000    0.000    0.000 ndgriddata.py:6(<module>)
        1    0.000    0.000    0.000    0.000 nearest_centroid.py:22(NearestCentroid)
        1    0.000    0.000    0.000    0.000 nearest_centroid.py:4(<module>)
        1    0.000    0.000    0.009    0.009 ner_tag_indexer.py:1(<module>)
        1    0.000    0.000    0.009    0.009 ner_tag_indexer.py:15(NerTagIndexer)
        1    0.001    0.001    0.001    0.001 netcdf.py:18(<module>)
        1    0.000    0.000    0.000    0.000 netcdf.py:786(netcdf_variable)
        1    0.001    0.001    0.001    0.001 netcdf.py:88(netcdf_file)
        1    0.000    0.000    0.000    0.000 nkjp.py:147(NKJPCorpus_Header_View)
        5    0.000    0.000    0.000    0.000 nkjp.py:19(_parse_args)
        1    0.000    0.000    0.000    0.000 nkjp.py:204(XML_Tool)
        1    0.000    0.000    0.000    0.000 nkjp.py:244(NKJPCorpus_Segmentation_View)
        1    0.000    0.000    0.000    0.000 nkjp.py:319(NKJPCorpus_Text_View)
        1    0.000    0.000    0.000    0.000 nkjp.py:33(NKJPCorpusReader)
        1    0.000    0.000    0.000    0.000 nkjp.py:373(NKJPCorpus_Morph_View)
        1    0.000    0.000    0.001    0.001 nkjp.py:8(<module>)
        1    0.000    0.000    0.002    0.002 nnls.py:1(<module>)
        1    0.000    0.000    0.017    0.017 node_def_pb2.py:4(<module>)
        8    0.000    0.000    0.000    0.000 node_def_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 nombank.py:167(NombankInstance)
        1    0.000    0.000    0.000    0.000 nombank.py:22(NombankCorpusReader)
        1    0.000    0.000    0.000    0.000 nombank.py:277(NombankPointer)
        1    0.000    0.000    0.000    0.000 nombank.py:295(NombankChainTreePointer)
        1    0.000    0.000    0.000    0.000 nombank.py:311(NombankSplitTreePointer)
        1    0.000    0.000    0.000    0.000 nombank.py:326(NombankTreePointer)
        1    0.000    0.000    0.001    0.001 nombank.py:9(<module>)
        1    0.000    0.000    0.000    0.000 nonlin.py:1002(BroydenSecond)
        1    0.000    0.000    0.000    0.000 nonlin.py:1046(Anderson)
        1    0.002    0.002    0.010    0.010 nonlin.py:106(<module>)
        1    0.000    0.000    0.000    0.000 nonlin.py:1182(DiagBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:1229(LinearMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:1269(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:1327(KrylovJacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:134(NoConvergence)
        7    0.001    0.000    0.007    0.001 nonlin.py:1491(_nonlin_wrapper)
        7    0.000    0.000    0.000    0.000 nonlin.py:1502(<listcomp>)
        7    0.000    0.000    0.000    0.000 nonlin.py:1505(<listcomp>)
        8    0.000    0.000    0.000    0.000 nonlin.py:218(_set_doc)
        1    0.000    0.000    0.000    0.000 nonlin.py:414(TerminationCondition)
        1    0.000    0.000    0.000    0.000 nonlin.py:481(Jacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:549(InverseJacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:664(GenericBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:690(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 nonlin.py:909(BroydenFirst)
        1    0.000    0.000    0.001    0.001 nonproj.pyx:1(PyMODINIT_FUNC PyInit_nonproj(void))
        1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:185(DemoScorer)
        1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:201(ProbabilisticNonprojectiveParser)
        1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:25(DependencyScorerI)
        1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:587(NonprojectiveDependencyParser)
        1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:81(NaiveBayesDependencyScorer)
        1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:9(<module>)
        2    0.000    0.000    0.000    0.000 normalization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 normalization.py:4(CrossMapLRN2d)
        1    0.000    0.000    0.000    0.000 normalization.py:8(CrossMapLRN2d)
        1    0.000    0.000    0.000    0.000 nosetester.py:110(NoseTester)
       38    0.001    0.000    0.002    0.000 nosetester.py:152(__init__)
       19    0.000    0.000    0.001    0.000 nosetester.py:518(_numpy_tester)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 nps_chat.py:20(NPSChatCorpusReader)
        1    0.000    0.000    0.000    0.000 nps_chat.py:7(<module>)
        1    0.001    0.001    0.005    0.005 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:104(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:40(BagObj)
        1    0.002    0.002    0.009    0.009 numeric.py:1(<module>)
        2    0.000    0.000    0.000    0.000 numeric.py:1942(set_string_function)
        5    0.000    0.000    0.000    0.000 numeric.py:2135(isscalar)
        2    0.000    0.000    0.001    0.000 numeric.py:2397(allclose)
        2    0.000    0.000    0.001    0.000 numeric.py:2463(isclose)
        2    0.000    0.000    0.000    0.000 numeric.py:2522(within_tol)
       10    0.000    0.000    0.000    0.000 numeric.py:2667(seterr)
       10    0.000    0.000    0.000    0.000 numeric.py:2767(geterr)
        1    0.000    0.000    0.000    0.000 numeric.py:2992(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:2997(errstate)
        5    0.000    0.000    0.000    0.000 numeric.py:3060(__init__)
        5    0.000    0.000    0.000    0.000 numeric.py:3064(__enter__)
        5    0.000    0.000    0.000    0.000 numeric.py:3069(__exit__)
        1    0.000    0.000    0.000    0.000 numeric.py:3075(_setdef)
        3    0.002    0.001    0.002    0.001 numeric.py:367(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:374(<listcomp>)
       36    0.000    0.000    0.000    0.000 numeric.py:463(asarray)
       15    0.000    0.000    0.000    0.000 numeric.py:534(asanyarray)
        1    0.000    0.000    0.000    0.000 numeric.py:76(ComplexWarning)
        1    0.000    0.000    0.000    0.000 numeric.py:859(flatnonzero)
        1    0.000    0.000    0.000    0.000 numerictypes.py:1015(<listcomp>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:1016(<listcomp>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:120(<listcomp>)
       72    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
       40    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
       14    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
       23    0.001    0.000    0.001    0.000 numerictypes.py:216(_evalname)
       26    0.001    0.000    0.002    0.000 numerictypes.py:229(bitname)
        1    0.000    0.000    0.000    0.000 numerictypes.py:285(_add_types)
        1    0.001    0.001    0.002    0.002 numerictypes.py:301(_add_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:338(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:379(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:428(_construct_char_code_lookup)
       30    0.000    0.000    0.000    0.000 numerictypes.py:443(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:451(_set_array_types)
        3    0.000    0.000    0.000    0.000 numerictypes.py:603(obj2sctype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:660(issubclass_)
        1    0.000    0.000    0.000    0.000 numerictypes.py:728(issubdtype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:765(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:774(__getitem__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:781(_construct_lookups)
        1    0.003    0.003    0.008    0.008 numerictypes.py:82(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:860(<lambda>)
        2    0.000    0.000    0.000    0.000 numerictypes.py:942(_can_coerce_all)
        1    0.000    0.000    0.001    0.001 numerictypes.py:957(_register_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:964(find_common_type)
        1    0.000    0.000    0.005    0.005 numpy_pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:201(NumpyPickler)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:284(NumpyUnpickler)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:35(NumpyArrayWrapper)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:115(ZNDArrayWrapper)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:13(hex_str)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:149(ZipNumpyUnpickler)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:79(NDArrayWrapper)
        1    0.000    0.000    0.001    0.001 numpy_pickle_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_pickle_utils.py:272(BinaryZlibFile)
        1    0.000    0.000    0.000    0.000 numpy_pickle_utils.py:586(BinaryGzipFile)
        6    0.000    0.000    0.000    0.000 numpy_pickle_utils.py:71(<genexpr>)
        1    0.000    0.000    0.000    0.000 nvtx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 objtypes.py:13(<module>)
        1    0.000    0.000    0.000    0.000 odepack.py:10(ODEintWarning)
        1    0.000    0.000    0.003    0.003 odepack.py:2(<module>)
        1    0.000    0.000    0.001    0.001 oid.py:100(NameOID)
        1    0.000    0.000    0.000    0.000 oid.py:11(ObjectIdentifier)
       74    0.002    0.000    0.002    0.000 oid.py:12(__init__)
        1    0.000    0.000    0.001    0.001 oid.py:129(SignatureAlgorithmOID)
        1    0.000    0.000    0.000    0.000 oid.py:167(ExtendedKeyUsageOID)
        1    0.000    0.000    0.000    0.000 oid.py:177(AuthorityInformationAccessOID)
        1    0.000    0.000    0.000    0.000 oid.py:182(CertificatePoliciesOID)
        1    0.000    0.000    0.031    0.031 oid.py:5(<module>)
      128    0.000    0.000    0.001    0.000 oid.py:59(__hash__)
        1    0.000    0.000    0.001    0.001 oid.py:69(ExtensionOID)
        1    0.000    0.000    0.000    0.000 oid.py:94(CRLEntryExtensionOID)
        1    0.000    0.000    0.000    0.000 olivetti_faces.py:21(<module>)
        1    0.000    0.000    0.000    0.000 omp.py:2(<module>)
        1    0.000    0.000    0.000    0.000 omp.py:537(OrthogonalMatchingPursuit)
        1    0.000    0.000    0.000    0.000 omp.py:740(OrthogonalMatchingPursuitCV)
        1    0.000    0.000    0.000    0.000 opinion_lexicon.py:29(<module>)
        1    0.000    0.000    0.000    0.000 opinion_lexicon.py:35(IgnoreReadmeCorpusView)
        1    0.000    0.000    0.000    0.000 opinion_lexicon.py:49(OpinionLexiconCorpusReader)
        1    0.000    0.000    0.000    0.000 optimize.py:10(<module>)
        1    0.000    0.000    0.000    0.000 optimize.py:133(OptimizeWarning)
        1    0.001    0.001    0.005    0.005 optimize.py:17(<module>)
        1    0.000    0.000    0.000    0.000 optimize.py:1762(Brent)
        1    0.000    0.000    0.000    0.000 optimize.py:23(_LineSearchError)
        1    0.000    0.000    0.000    0.000 optimize.py:53(MemoizeJac)
        1    0.000    0.000    0.000    0.000 optimize.py:746(_LineSearchError)
        1    0.000    0.000    0.000    0.000 optimize.py:75(OptimizeResult)
        1    0.000    0.000    0.000    0.000 optimizer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 optimizer.py:11(Optimizer)
        1    0.000    0.000    0.001    0.001 optimizers.py:13(<module>)
        1    0.000    0.000    0.001    0.001 optimizers.py:22(Optimizer)
        1    0.000    0.000    0.178    0.178 optimizers.pyx:1(PyMODINIT_FUNC PyInit_optimizers(void))
        1    0.000    0.000    0.000    0.000 orthogonal.py:123(orthopoly1d)
        1    0.002    0.002    0.058    0.058 orthogonal.py:72(<module>)
        1    0.000    0.000    0.000    0.000 os.py:1(<module>)
       26    0.000    0.000    0.001    0.000 os.py:664(__getitem__)
